Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
131,Quentin Johnston,23,LAC,WR,7,6,29,20,306,15.3,5,12,55.2,66.0,2.9,43.7,69.0,10.6,3,6,0,0,33.3,4.0,2.0,0.9,0.4,23,13.6,312,5,0,
132,Dalton Schultz,28,HOU,TE,10,7,48,29,310,10.7,0,14,50.0,32.0,2.9,31.0,60.4,6.5,0,0,0,0,,,,0.0,0.0,29,10.7,310,0,0,
133,Michael Wilson,24,ARI,WR,10,8,44,30,307,10.2,3,16,54.5,34.0,3.0,30.7,68.2,7.0,0,0,0,0,,,,0.0,0.0,30,10.2,307,3,1,
134,Xavier Legette,23,CAR,WR,10,7,45,29,284,9.8,4,17,46.7,35.0,2.9,28.4,64.4,6.3,5,22,0,2,60.0,8.0,4.4,2.2,0.5,34,9.0,306,4,0,
135,Braelon Allen,20,NYJ,RB,10,0,16,10,81,8.1,1,4,43.8,15.0,1.0,8.1,62.5,5.1,60,223,2,17,53.3,20.0,3.7,22.3,6.0,70,4.3,304,3,0,
136,Emanuel Wilson,25,GNB,RB,9,0,12,9,46,5.1,1,3,25.0,30.0,1.0,5.1,75.0,3.8,55,254,1,12,54.5,19.0,4.6,28.2,6.1,64,4.7,300,2,0,
137,Bo Nix,24,DEN,QB,10,10,1,1,2,2.0,1,1,100.0,2.0,0.1,0.2,100.0,2.0,61,290,4,27,54.1,32.0,4.8,29.0,6.1,62,4.7,292,5,1,
138,Rashee Rice,24,KAN,WR,4,4,29,24,288,12.0,2,15,65.5,44.0,6.0,72.0,82.8,9.9,1,1,0,1,100.0,1.0,1.0,0.3,0.3,25,11.6,289,2,0,
139,Tre Tucker,23,LVR,WR,9,8,44,25,257,10.3,1,12,40.9,54.0,2.8,28.6,56.8,5.8,5,29,1,2,80.0,11.0,5.8,3.2,0.6,30,9.5,286,2,0,
140,Noah Fant,27,SEA,TE,8,5,32,27,285,10.6,0,15,68.8,28.0,3.4,35.6,84.4,8.9,0,0,0,0,,,,0.0,0.0,27,10.6,285,0,0,
141,Emari Demercado,25,ARI,RB,10,0,14,11,86,7.8,0,3,50.0,24.0,1.1,8.6,78.6,6.1,20,197,1,7,55.0,53.0,9.9,19.7,2.0,31,9.1,283,1,0,
142,Sean Tucker,23,TAM,RB,10,0,8,7,97,13.9,1,6,87.5,36.0,0.7,9.7,87.5,12.1,26,186,1,9,57.7,36.0,7.2,18.6,2.6,33,8.6,283,2,0,
143,Xavier Worthy,21,KAN,WR,9,7,43,20,246,12.3,3,14,44.2,54.0,2.2,27.3,46.5,5.7,9,37,2,2,66.7,21.0,4.1,4.1,1.0,29,9.8,283,5,0,
144,Pat Freiermuth,26,PIT,TE,9,6,34,29,281,9.7,3,16,58.8,30.0,3.2,31.2,85.3,8.3,0,0,0,0,,,,0.0,0.0,29,9.7,281,3,1,
145,Calvin Austin III,25,PIT,WR,9,3,31,16,277,17.3,2,10,51.6,55.0,1.8,30.8,51.6,8.9,0,0,0,0,,,,0.0,0.0,16,17.3,277,2,0,
146,Will Dissly,28,LAC,TE,9,7,42,33,272,8.2,0,14,52.4,22.0,3.7,30.2,78.6,6.5,0,0,0,0,,,,0.0,0.0,33,8.2,272,0,0,
147,Trey Benson,21,ARI,RB,9,1,5,5,55,11.0,0,3,100.0,19.0,0.6,6.1,100.0,11.0,49,216,1,12,49.0,20.0,4.4,24.0,5.4,54,5.0,271,1,1,
148,Isaiah Likely,24,BAL,TE,9,6,34,24,271,11.3,3,15,61.8,49.0,2.7,30.1,70.6,8.0,0,0,0,0,,,,0.0,0.0,24,11.3,271,3,0,
149,Jaleel McLaughlin,24,DEN,RB,10,2,17,16,47,2.9,2,3,35.3,11.0,1.6,4.7,94.1,2.8,55,220,1,10,49.1,21.0,4.0,22.0,5.5,71,3.8,267,3,1,
150,Daniel Jones,27,NYG,QB,10,10,0,0,0,,0,0,,,0.0,0.0,,,67,265,2,26,59.7,24.0,4.0,26.5,6.7,67,4.0,265,2,4,
151,Jalen Coker,23,CAR,WR,7,1,26,17,263,15.5,1,14,61.5,31.0,2.4,37.6,65.4,10.1,0,0,0,0,,,,0.0,0.0,17,15.5,263,1,0,
152,Evan Engram,30,JAX,TE,6,6,42,31,263,8.5,1,12,47.6,24.0,5.2,43.8,73.8,6.3,0,0,0,0,,,,0.0,0.0,31,8.5,263,1,1,
153,Cam Akers,25,2TM,RB,9,2,10,7,32,4.6,1,1,20.0,9.0,0.8,3.6,70.0,3.2,59,231,1,11,37.3,15.0,3.9,25.7,6.6,66,4.0,263,2,1,
153,Cam Akers,25,HOU,RB,5,2,7,4,16,4.0,1,1,14.3,8.0,0.8,3.2,57.1,2.3,40,147,1,5,30.0,15.0,3.7,29.4,8.0,44,3.7,163,2,1,
153,Cam Akers,25,MIN,RB,4,0,3,3,16,5.3,0,0,33.3,9.0,0.8,4.0,100.0,5.3,19,84,0,6,52.6,13.0,4.4,21.0,4.8,22,4.5,100,0,0,
154,Puka Nacua,23,LAR,WR,4,4,31,21,250,11.9,0,13,58.1,21.0,5.3,62.5,67.7,8.1,3,12,0,0,66.7,7.0,4.0,3.0,0.8,24,10.9,262,0,0,
155,Josh Allen,28,BUF,QB,10,10,0,0,0,,0,0,,,0.0,0.0,,,55,261,4,27,58.2,21.0,4.7,26.1,5.5,55,4.7,261,4,5,
156,Cedric Tillman,24,CLE,WR,9,4,37,24,264,11.0,3,13,54.1,38.0,2.7,29.3,64.9,7.1,1,-5,0,0,0.0,,-5.0,-0.6,0.1,25,10.4,259,3,0,
157,David Njoku,28,CLE,TE,6,6,43,30,255,8.5,2,11,41.9,29.0,5.0,42.5,69.8,5.9,0,0,0,0,,,,0.0,0.0,30,8.5,255,2,0,
158,Ja'Tavion Sanders,21,CAR,TE,10,5,32,26,253,9.7,1,9,53.1,46.0,2.6,25.3,81.3,7.9,0,0,0,0,,,,0.0,0.0,26,9.7,253,1,1,
159,Kayshon Boutte,22,NWE,WR,8,6,28,17,250,14.7,1,11,53.6,40.0,2.1,31.3,60.7,8.9,0,0,0,0,,,,0.0,0.0,17,14.7,250,1,0,
160,Isaac Guerendo,24,SFO,RB,9,0,5,4,22,5.5,0,2,40.0,12.0,0.4,2.4,80.0,4.4,38,227,1,8,52.6,76.0,6.0,25.2,4.2,42,5.9,249,1,2,
161,Elijah Moore,24,CLE,WR,9,6,50,33,249,7.5,0,11,36.0,22.0,3.7,27.7,66.0,5.0,0,0,0,0,,,,0.0,0.0,33,7.5,249,0,0,
162,Juwan Johnson,28,NOR,TE,10,3,29,22,247,11.2,1,11,51.7,27.0,2.2,24.7,75.9,8.5,0,0,0,0,,,,0.0,0.0,22,11.2,247,1,0,
163,Kenneth Gainwell,25,PHI,RB,10,0,11,7,49,7.0,0,2,36.4,11.0,0.7,4.9,63.6,4.5,42,197,0,9,31.0,19.0,4.7,19.7,4.2,49,5.0,246,0,0,
164,Tyler Conklin,29,NYJ,TE,10,10,42,28,245,8.8,2,12,50.0,27.0,2.8,24.5,66.7,5.8,0,0,0,0,,,,0.0,0.0,28,8.8,245,2,0,
165,Tyler Johnson,26,LAR,WR,9,2,32,21,245,11.7,0,6,43.8,63.0,2.3,27.2,65.6,7.7,0,0,0,0,,,,0.0,0.0,21,11.7,245,0,0,
166,Jalen Nailor,25,MIN,WR,9,3,24,16,247,15.4,4,13,58.3,33.0,1.8,27.4,66.7,10.3,3,-4,0,1,33.3,3.0,-1.3,-0.4,0.3,19,12.8,243,4,1,
167,Anthony Richardson,22,IND,QB,6,6,0,0,0,,0,0,,,0.0,0.0,,,41,242,1,17,56.1,26.0,5.9,40.3,6.8,41,5.9,242,1,6,
168,Olamide Zaccheaus,27,WAS,WR,11,3,34,23,242,10.5,0,13,47.1,42.0,2.1,22.0,67.6,7.1,0,0,0,0,,,,0.0,0.0,23,10.5,242,0,3,
169,Keenan Allen,32,CHI,WR,7,7,48,26,241,9.3,2,16,45.8,22.0,3.7,34.4,54.2,5.0,0,0,0,0,,,,0.0,0.0,26,9.3,241,2,0,
170,Tyjae Spears,23,TEN,RB,6,0,15,15,80,5.3,0,4,53.3,29.0,2.5,13.3,100.0,5.3,40,161,1,10,47.5,19.0,4.0,26.8,6.7,55,4.4,241,1,0,
171,Theo Johnson,23,NYG,TE,10,9,32,21,238,11.3,1,11,46.9,35.0,2.1,23.8,65.6,7.4,0,0,0,0,,,,0.0,0.0,21,11.3,238,1,0,
172,Miles Sanders,27,CAR,RB,10,1,26,21,98,4.7,0,3,19.2,27.0,2.1,9.8,80.8,3.8,38,139,1,9,42.1,26.0,3.7,13.9,3.8,59,4.0,237,1,0,
173,Gabriel Davis,25,JAX,WR,9,8,39,19,236,12.4,2,13,43.6,22.0,2.1,26.2,48.7,6.1,0,0,0,0,,,,0.0,0.0,19,12.4,236,2,1,
174,Caleb Williams,23,CHI,QB,9,9,0,0,0,,0,0,,,0.0,0.0,,,40,236,0,14,45.0,24.0,5.9,26.2,4.4,40,5.9,236,0,4,
175,Drake Maye,22,NWE,QB,6,5,0,0,0,,0,0,,,0.0,0.0,,,25,233,1,14,60.0,26.0,9.3,38.8,4.2,25,9.3,233,1,3,
176,Justin Fields,25,PIT,QB,6,6,0,0,0,,0,0,,,0.0,0.0,,,55,231,5,17,52.7,18.0,4.2,38.5,9.2,55,4.2,231,5,6,
177,Taysom Hill,34,NOR,TE,6,6,14,10,100,10.0,0,4,42.9,34.0,1.7,16.7,71.4,7.1,27,130,3,13,70.4,12.0,4.8,21.7,4.5,37,6.2,230,3,0,
178,Christian Watson,25,GNB,WR,8,8,27,16,233,14.6,2,11,51.9,44.0,2.0,29.1,59.3,8.6,1,-4,0,0,0.0,,-4.0,-0.5,0.1,17,13.5,229,2,0,
179,Andrei Iosivas,25,CIN,WR,10,7,35,17,228,13.4,4,14,45.7,39.0,1.7,22.8,48.6,6.5,0,0,0,0,,,,0.0,0.0,17,13.4,228,4,0,
180,Brock Purdy,25,SFO,QB,9,9,0,0,0,,0,0,,,0.0,0.0,,,46,227,3,23,67.4,16.0,4.9,25.2,5.1,46,4.9,227,3,6,
181,Noah Gray,25,KAN,TE,9,5,21,19,226,11.9,0,13,76.2,29.0,2.1,25.1,90.5,10.8,0,0,0,0,,,,0.0,0.0,19,11.9,226,0,0,
182,Adonai Mitchell,22,IND,WR,10,5,38,18,211,11.7,0,11,39.5,30.0,1.8,21.1,47.4,5.6,2,14,0,1,100.0,10.0,7.0,1.4,0.2,20,11.3,225,0,1,
183,Dare Ogunbowale,30,HOU,RB,10,1,21,15,155,10.3,1,7,42.9,31.0,1.5,15.5,71.4,7.4,25,68,0,3,32.0,11.0,2.7,6.8,2.5,40,5.6,223,1,0,
184,Samaje Perine,29,KAN,RB,9,0,19,15,166,11.1,1,7,47.4,35.0,1.7,18.4,78.9,8.7,14,55,1,5,64.3,10.0,3.9,6.1,1.6,29,7.6,221,2,0,
185,Sterling Shepard,31,TAM,WR,8,2,25,16,166,10.4,1,7,52.0,30.0,2.0,20.8,64.0,6.6,7,55,0,3,57.1,24.0,7.9,6.9,0.9,23,9.6,221,1,0,
186,Grant Calcaterra,26,PHI,TE,10,7,19,17,216,12.7,0,12,73.7,34.0,1.7,21.6,89.5,11.4,0,0,0,0,,,,0.0,0.0,17,12.7,216,0,0,
187,Brenton Strange,24,JAX,TE,10,5,28,20,215,10.8,2,10,60.7,30.0,2.0,21.5,71.4,7.7,0,0,0,0,,,,0.0,0.0,20,10.8,215,2,0,
188,Devaughn Vele,27,DEN,WR,6,3,27,22,215,9.8,1,12,59.3,37.0,3.7,35.8,81.5,8.0,0,0,0,0,,,,0.0,0.0,22,9.8,215,1,0,
189,Colby Parkinson,25,LAR,TE,9,8,36,23,214,9.3,0,11,55.6,23.0,2.6,23.8,63.9,5.9,0,0,0,0,,,,0.0,0.0,23,9.3,214,0,0,
190,Ty Chandler,26,MIN,RB,9,0,6,6,42,7.0,0,2,66.7,10.0,0.7,4.7,100.0,7.0,48,169,0,7,37.5,25.0,3.5,18.8,5.3,54,3.9,211,0,0,
191,Ezekiel Elliott,29,DAL,RB,8,2,10,7,40,5.7,0,2,40.0,15.0,0.9,5.0,70.0,4.0,54,171,2,8,40.7,11.0,3.2,21.4,6.8,61,3.5,211,2,1,
192,Lil'Jordan Humphrey,26,DEN,WR,10,4,35,23,211,9.2,0,8,48.6,27.0,2.3,21.1,65.7,6.0,0,0,0,0,,,,0.0,0.0,23,9.2,211,0,1,
193,Jaylen Wright,21,MIA,RB,8,1,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,47,211,0,8,44.7,20.0,4.5,26.4,5.9,47,4.5,211,0,0,
194,Nelson Agholor,31,BAL,WR,10,5,25,13,205,15.8,2,9,40.0,56.0,1.3,20.5,52.0,8.2,0,0,0,0,,,,0.0,0.0,13,15.8,205,2,0,
195,Zamir White,25,LVR,RB,7,4,8,6,30,5.0,0,2,25.0,14.0,0.9,4.3,75.0,3.8,60,174,1,4,26.7,17.0,2.9,24.9,8.6,66,3.1,204,1,2,
196,Trey Sermon,25,IND,RB,10,3,12,11,72,6.5,0,3,33.3,14.0,1.1,7.2,91.7,6.0,47,131,2,13,44.7,17.0,2.8,13.1,4.7,58,3.5,203,2,0,
197,Jeremy McNichols,29,WAS,RB,11,1,3,2,7,3.5,0,0,33.3,6.0,0.2,0.6,66.7,2.3,41,195,4,11,56.1,28.0,4.8,17.7,3.7,43,4.7,202,4,0,
198,D'Onta Foreman,28,CLE,RB,8,2,5,5,46,9.2,0,1,60.0,16.0,0.6,5.8,100.0,9.2,46,155,0,6,39.1,25.0,3.4,19.4,5.8,51,3.9,201,0,1,
199,Austin Hooper,30,NWE,TE,10,6,30,19,201,10.6,1,12,56.7,28.0,1.9,20.1,63.3,6.7,0,0,0,0,,,,0.0,0.0,19,10.6,201,1,1,
200,Jordan Whittington,24,LAR,WR,7,2,23,18,201,11.2,0,10,73.9,31.0,2.6,28.7,78.3,8.7,0,0,0,0,,,,0.0,0.0,18,11.2,201,0,0,
