Rk,Player,Tm,FantPos,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999
37,Kenneth Walker III,SEA,RB,,176,202.5,208.5,189.0,33.0,15,37.0,WalkKe00
38,Brandon Aiyuk,SFO,WR,,150,227.8,231.8,188.8,33.0,15,38.0,AiyuBr00
39,Mike Evans,TAM,WR,,148,225.4,228.4,186.9,32.0,16,39.0,EvanMi00
40,Geno Smith*,SEA,QB,,304,303.9,324.9,314.9,30.0,5,40.0,SmitGe00
41,Tee Higgins,CIN,WR,,147,220.9,223.9,183.9,30.0,17,41.0,HiggTe00
42,Mark Andrews*,BAL,TE,,118,190.5,193.5,154.0,30.0,5,42.0,AndrMa00
43,Travis Etienne,JAX,RB,,170,205.1,214.1,187.6,28.0,16,43.0,EtieTr00
44,Ezekiel Elliott,DAL,RB,,169,185.8,188.8,177.3,27.0,17,44.0,ElliEz00
45,Trevor Lawrence*,JAX,QB,3.0,296,295.6,318.6,303.6,23.0,7,45.0,LawrTr00
46,Justin Fields,CHI,QB,1.0,296,296.0,315.0,307.0,23.0,6,46.0,FielJu00
47,D.K. Metcalf,SEA,WR,,137,226.8,231.8,181.8,21.0,19,47.0,MetcDK00
48,Jerry Jeudy,DEN,WR,,137,204.2,207.2,170.7,21.0,18,48.0,JeudJe00
49,D.J. Moore,CAR,WR,,136,199.1,202.1,167.6,20.0,20,49.0,MoorD.00
50,Kirk Cousins*,MIN,QB,3.0,292,291.6,311.6,305.6,19.0,8,50.0,CousKi00
51,Evan Engram,JAX,TE,,104,176.9,179.9,140.4,18.0,6,51.0,EngrEv00
52,Garrett Wilson,NYJ,WR,,133,215.7,219.7,174.2,17.0,21,52.0,WilsGa00
53,Daniel Jones,NYG,QB,2.0,289,289.0,303.0,294.0,16.0,9,53.0,JoneDa05
54,Alvin Kamara,NOR,RB,,155,211.7,221.7,183.2,14.0,18,54.0,KamaAl00
55,James Conner,ARI,RB,,154,200.2,207.2,177.2,13.0,19,55.0,ConnJa00
56,Leonard Fournette,TAM,RB,,153,226.1,233.1,190.6,12.0,20,56.0,FourLe00
57,Jared Goff*,DET,QB,1.0,283,284.3,298.3,290.8,11.0,10,57.0,GoffJa00
58,Cooper Kupp,LAR,WR,,126,201.4,205.4,163.9,11.0,22,58.0,KuppCo00
59,Chris Olave,NOR,WR,,126,198.2,203.2,162.2,11.0,23,59.0,OlavCh00
60,Cole Kmet,CHI,TE,,97,147.3,150.3,122.3,11.0,7,60.0,KmetCo00
61,Gabriel Davis,BUF,WR,,124,171.6,175.6,147.6,9.0,24,61.0,DaviGa01
62,Christian Watson,GNB,WR,,123,164.1,167.1,143.6,8.0,25,62.0,WatsCh00
63,Justin Herbert,LAC,QB,1.0,279,281.3,300.3,290.3,7.0,11,63.0,HerbJu00
64,Juwan Johnson,NOR,TE,,93,134.8,137.8,113.8,7.0,8,64.0,JohnJu02
65,Chris Godwin,TAM,WR,,119,222.8,227.8,170.8,4.0,26,65.0,GodwCh00
66,David Montgomery,CHI,RB,,144,177.7,185.7,160.7,3.0,21,66.0,MontDa01
67,D'Andre Swift,DET,RB,,143,191.1,197.1,167.1,3.0,23,67.0,SwifDA00
68,Tyler Allgeier,ATL,RB,,143,159.4,165.4,151.4,3.0,22,68.0,AllgTy00
69,Michael Pittman Jr.,IND,WR,,118,216.5,220.5,167.0,3.0,27,69.0,PittMi01
70,Zay Jones,JAX,WR,,116,198.1,201.1,157.1,2.0,28,70.0,JoneZa00
71,Dawson Knox*,BUF,TE,,88,135.7,138.7,111.7,2.0,9,71.0,KnoxDa00
72,Dallas Goedert,PHI,TE,,86,141.2,145.2,113.7,1.0,10,72.0,GoedDa00
73,Tom Brady,TAM,QB,2.0,272,271.7,287.7,280.7,,12,73.0,BradTo00
74,Aaron Rodgers,GNB,QB,2.0,239,239.2,258.2,251.2,,13,74.0,RodgAa00
75,Lamar Jackson,BAL,QB,1.0,236,236.1,251.1,243.1,,14,75.0,JackLa00
76,Tua Tagovailoa,MIA,QB,,231,230.9,242.9,238.9,,15,76.0,TagoTu00
77,Russell Wilson,DEN,QB,,225,225.8,244.8,236.3,,16,77.0,WilsRu00
78,Derek Carr*,LVR,QB,,219,219.1,239.1,233.1,,17,78.0,CarrDe02
79,Kyler Murray,ARI,QB,3.0,201,200.5,215.5,207.5,,18,,MurrKy00
80,Dak Prescott,DAL,QB,,199,198.6,220.6,213.6,,19,,PresDa01
81,Marcus Mariota,ATL,QB,2.0,197,196.6,214.6,205.6,,20,,MariMa01
82,Davis Mills,HOU,QB,1.0,182,181.5,205.5,196.5,,21,,MillDa02
83,Andy Dalton,NOR,QB,1.0,174,174.2,187.2,183.2,,22,,DaltAn00
84,Mac Jones,NWE,QB,1.0,170,170.1,188.1,181.1,,23,,JoneMa05
85,Jacoby Brissett,CLE,QB,,169,168.6,184.6,174.6,,24,,BrisJa00
86,Jimmy Garoppolo,SFO,QB,,165,164.8,173.8,168.8,,25,,GaroJi00
87,Ryan Tannehill,TEN,QB,1.0,161,161.2,172.2,167.2,,26,,TannRy00
88,Matt Ryan,IND,QB,,155,155.3,176.3,168.3,,27,,RyanMa00
89,Kenny Pickett,PIT,QB,2.0,150,149.9,165.9,158.9,,28,,PickKe00
90,AJ Dillon,GNB,RB,,140,167.6,173.6,153.6,,26,,DillAJ00
91,Jerick McKinnon,KAN,RB,,140,196.3,203.3,168.3,,24,,McKiJe00
92,Devin Singletary,BUF,RB,,140,177.9,186.9,158.9,,25,,SingDe00
93,Raheem Mostert,MIA,RB,,137,168.3,175.3,152.8,,27,,MostRa00
94,Jeff Wilson,2TM,RB,,137,158.5,166.5,147.5,,28,,WilsJe01
95,Dameon Pierce,HOU,RB,,136,166.4,174.4,151.4,,29,,PierDa01
96,Cordarrelle Patterson,ATL,RB,,134,154.7,161.7,144.2,,30,,PattCo00
97,Cam Akers,LAR,RB,,128,141.3,149.3,134.8,,31,,AkerCa00
98,Latavius Murray,2TM,RB,,127,154.2,160.2,140.7,,32,,MurrLa00
99,D'Onta Foreman,CAR,RB,,126,131.0,134.0,128.5,,33,,ForeDO00
100,Isiah Pacheco,KAN,RB,,122,135.0,143.0,128.5,,34,,PachIs00
101,Baker Mayfield,2TM,QB,,121,121.4,134.4,129.4,,29,,MayfBa00
102,Antonio Gibson,WAS,RB,,120,165.9,171.9,142.9,,35,,GibsAn00
103,Jonathan Taylor,IND,RB,,118,146.4,155.4,132.4,,36,,TaylJo02
104,Taylor Heinicke,WAS,QB,,116,116.0,130.0,122.0,,30,,HeinTa00
105,Allen Lazard,GNB,WR,,115,174.8,177.8,144.8,,29,,LazaAl00
106,George Pickens,PIT,WR,,115,166.5,169.5,140.5,,30,,PickGe00
107,Mike Williams,LAC,WR,,114,176.5,179.5,145.0,,31,,WillMi07
108,Jakobi Meyers,NWE,WR,,113,180.3,185.3,146.8,,32,,MeyeJa01
109,Carson Wentz,WAS,QB,2.0,113,112.8,125.8,121.8,,31,,WentCa00
110,Curtis Samuel,WAS,WR,,112,176.3,183.3,144.3,,34,,SamuCu00
111,Deebo Samuel,SFO,WR,,112,168.4,176.4,140.4,,33,,SamuDe00
112,Adam Thielen,MIN,WR,,110,180.0,183.0,145.0,,35,,ThieAd00
113,Tyler Boyd,CIN,WR,,109,167.1,170.1,138.1,,36,,BoydTy00
114,Khalil Herbert,CHI,RB,,109,117.8,120.8,113.3,,37,,HerbKh00
115,Matthew Stafford,LAR,QB,,108,108.4,122.4,116.4,,32,,StafMa00
116,Drake London,ATL,WR,,107,178.6,184.6,142.6,,38,,LondDr00
117,JuJu Smith-Schuster,KAN,WR,,107,185.3,190.3,146.3,,37,,SmitJu00
118,Donovan Peoples-Jones,CLE,WR,,106,167.1,171.1,136.6,,39,,PeopDo00
119,Brock Purdy,SFO,QB,,106,106.3,113.3,110.3,,33,,PurdBr00
120,Samaje Perine,CIN,RB,,104,142.1,148.1,123.1,,38,,PeriSa00
121,Brian Robinson Jr.,WAS,RB,,104,112.7,115.7,108.2,,39,,RobiBr01
122,Keenan Allen,LAC,WR,,98,164.0,168.0,131.0,,40,,AlleKe00
123,Zach Wilson,NYJ,QB,,98,98.9,112.9,105.4,,34,,WilsZa00
124,Mack Hollins,LVR,WR,,97,154.2,157.2,125.7,,42,,HollMa00
125,Josh Palmer,LAC,WR,,97,169.3,172.3,133.3,,41,,PalmJo00
126,Jahan Dotson,WAS,WR,,96,130.6,133.6,113.1,,43,,DotsJa00
127,Breece Hall,NYJ,RB,,96,115.1,122.1,105.6,,40,,HallBr03
128,K.J. Osborn,MIN,WR,,96,155.6,158.6,125.6,,44,,OsboKJ00
129,Diontae Johnson,PIT,WR,,95,180.7,183.7,137.7,,46,,JohnDi01
130,Courtland Sutton,DEN,WR,,95,159.4,162.4,127.4,,45,,SuttCo00
131,Kareem Hunt,CLE,RB,,92,126.8,132.8,109.3,,41,,HuntKa00
132,Marquise Brown,ARI,WR,,89,156.0,159.0,122.5,,47,,BrowMa04
133,Brandin Cooks,HOU,WR,,89,145.6,148.6,117.1,,48,,CookBr00
134,Rachaad White,TAM,RB,,89,139.1,148.1,114.1,,42,,WhitRa01
135,DeAndre Hopkins,ARI,WR,,88,151.7,155.7,119.7,,49,,HopkDe00
136,Kenyan Drake,BAL,RB,,87,104.1,107.1,95.6,,43,,DrakKe00
137,Parris Campbell,IND,WR,,86,149.1,152.1,117.6,,50,,CampPa00
138,Sam Darnold,CAR,QB,,86,86.3,97.3,89.3,,35,,DarnSa00
139,Dalton Schultz,DAL,TE,,86,142.7,146.7,114.2,,11,,SchuDa00
140,Deshaun Watson,CLE,QB,,86,85.6,96.6,90.6,,36,,WatsDe00
141,Michael Carter,NYJ,RB,,85,126.0,133.0,105.5,,44,,CartMi03
142,James Cook,BUF,RB,,85,105.7,112.7,95.2,,45,,CookJa01
143,Pat Freiermuth,PIT,TE,,85,148.2,151.2,116.7,,12,,FreiPa00
144,David Njoku,CLE,TE,,84,142.0,146.0,113.0,,13,,NjokDa00
145,Gerald Everett,LAC,TE,,82,139.5,142.5,110.5,,14,,EverGe00
146,Darius Slayton,NYG,WR,,82,128.4,132.4,105.4,,51,,SlayDa01
147,Clyde Edwards-Helaire,KAN,RB,,81,98.3,104.3,89.8,,46,,EdwaCl00
148,Jordan Akins,HOU,TE,,80,116.5,120.5,98.0,,16,,AkinJo00
149,Tyler Higbee,LAR,TE,,80,152.0,155.0,116.0,,15,,HigbTy00
150,Marquez Valdes-Scantling,KAN,WR,,80,122.4,125.4,101.4,,52,,ValdMa00
151,Devin Duvernay*,BAL,WR,,79,116.1,119.1,97.6,,53,,DuveDe00
152,Isaiah McKenzie,BUF,WR,,78,119.8,122.8,98.8,,54,,McKeIs00
153,James Robinson,2TM,RB,,78,88.6,91.6,83.1,,47,,RobiJa00
154,Richie James,NYG,WR,,76,132.5,138.5,104.0,,55,,JameRi00
155,Tyler Conklin,NYJ,TE,,74,131.5,134.5,102.5,,17,,ConkTy00
156,J.K. Dobbins,BAL,RB,,74,81.2,84.2,77.7,,48,,DobbJK00
157,Damien Harris,NWE,RB,,74,90.9,93.9,82.4,,49,,HarrDa06
158,Chuba Hubbard,CAR,RB,,74,87.7,94.7,80.7,,50,,HubbCh01
159,Mitchell Trubisky,PIT,QB,1.0,74,73.9,81.9,78.9,,37,,TrubMi00
160,Noah Fant,SEA,TE,,73,122.6,125.6,97.6,,18,,FantNo00
161,Russell Gage,TAM,WR,,73,123.6,127.6,98.1,,56,,GageRu00
162,Alexander Mattison,MIN,RB,,73,88.4,91.4,80.9,,51,,MattAl01
163,Rashid Shaheed,NOR,WR,,73,100.5,103.5,86.5,,57,,ShahRa00
164,Noah Brown,DAL,WR,,72,114.5,118.5,93.0,,59,,BrowNo00
165,DeVante Parker,NWE,WR,,72,102.9,105.9,87.4,,58,,ParkDe01
166,Marvin Jones,JAX,WR,,71,116.9,119.9,93.9,,61,,JoneMa02
167,Alec Pierce,IND,WR,,71,112.3,115.3,91.8,,60,,PierAl00
168,Olamide Zaccheaus,ATL,WR,,70,110.0,114.0,90.0,,62,,ZaccOl01
169,Zach Ertz,ARI,TE,,69,115.6,118.6,92.1,,19,,ErtzZa00
170,Mecole Hardman,KAN,WR,,69,93.8,96.8,81.3,,64,,HardMe00
171,Kalif Raymond,DET,WR,,69,116.2,120.2,92.7,,63,,RaymKa00
172,DJ Chark,DET,WR,,68,98.2,101.2,83.2,,65,,CharDJ00
173,Chris Moore,HOU,WR,,67,115.1,118.1,91.1,,66,,MoorCh00
174,DeAndre Carter,LAC,WR,,66,112.3,117.3,89.3,,68,,CartDe02
175,Corey Davis,NYJ,WR,,66,97.6,100.6,81.6,,70,,DaviCo03
176,Michael Gallup,DAL,WR,,66,105.4,108.4,85.9,,67,,GallMi00
177,Mike Gesicki,MIA,TE,,66,98.2,101.2,82.2,,20,,GesiMi00
178,Josh Reynolds,DET,WR,,66,103.9,106.9,84.9,,69,,ReynJo00
179,Eno Benjamin,3TM,RB,,65,89.6,95.6,77.1,,54,,BenjEn00
180,Kenneth Gainwell,PHI,RB,,65,87.9,93.9,76.4,,53,,GainKe00
181,Chigoziem Okonkwo,TEN,TE,,65,97.2,100.2,81.2,,21,,OkonCh00
182,Jaylen Warren,PIT,RB,,65,93.3,99.3,79.3,,52,,WarrJa01
183,Marquise Goodwin,SEA,WR,,63,90.2,93.2,76.7,,71,,GoodMa00
184,Hunter Henry,NWE,TE,,63,103.9,106.9,83.4,,22,,HenrHu00
185,Isaiah Hodgins,2TM,WR,,63,100.2,104.2,81.7,,72,,HodgIs00
186,Robert Woods,TEN,WR,,63,115.7,119.7,89.2,,73,,WoodRo02
187,Melvin Gordon,DEN,RB,,62,87.1,95.1,74.6,,55,,GordMe00
188,Darnell Mooney,CHI,WR,,62,101.5,104.5,81.5,,74,,MoonDa00
189,Treylon Burks,TEN,WR,,61,94.1,97.1,77.6,,75,,BurkTr00
190,Greg Dortch,ARI,WR,,61,113.1,117.1,87.1,,76,,DortGr01
191,Nico Collins,HOU,WR,,60,97.1,100.1,78.6,,77,,CollNi00
192,Romeo Doubs,GNB,WR,,60,101.6,105.6,80.6,,78,,DoubRo00
193,Chase Claypool,2TM,WR,,59,105.0,109.0,82.0,,79,,ClayCh01
194,Gus Edwards,BAL,RB,,59,59.3,63.3,59.3,,56,,EdwaGu00
195,Robert Tonyan,GNB,TE,,59,112.0,115.0,85.5,,23,,TonyRo00
196,Chase Edmonds,2TM,RB,,58,74.2,80.2,66.2,,57,,EdmoCh00
197,Nick Westbrook-Ikhine,TEN,WR,,58,82.7,85.7,70.2,,80,,WestNi00
198,Darrell Henderson,LAR,RB,,57,73.5,79.5,65.0,,58,,HendDa00
199,Cooper Rush,DAL,QB,,57,56.6,62.6,59.6,,38,,RushCo00
200,Darren Waller,LVR,TE,,57,84.8,87.8,70.8,,24,,WallDa01
201,Mike White,NYJ,QB,,57,56.6,64.6,60.6,,39,,WhitMi01
202,Dontrell Hilliard,TEN,RB,,56,77.2,83.2,66.7,,59,,HillDo00
203,Austin Hooper,TEN,TE,,56,97.4,100.4,76.9,,25,,HoopAu00
204,Demarcus Robinson,BAL,WR,,56,103.8,107.8,79.8,,81,,RobiDe01
205,Deon Jackson,IND,RB,,55,84.5,91.5,69.5,,60,,JackDe02
206,Van Jefferson,LAR,WR,,55,78.9,81.9,66.9,,83,,JeffVa00
207,Isaiah Likely,BAL,TE,,55,91.3,94.3,73.3,,26,,LikeIs00
208,Terrace Marshall Jr.,CAR,WR,,55,83.0,86.0,69.0,,82,,MarsTe00
209,Zack Moss,2TM,RB,,54,64.5,68.5,59.0,,61,,MossZa00
