Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
41.0,Deebo Samuel,27.0,SFO,WR,15.0,15.0,89.0,60.0,892.0,14.9,7.0,34.0,56.2,54.0,4.0,59.5,67.4,10.0,37.0,225.0,5.0,13.0,67.6,23.0,6.1,15.0,2.5,97.0,11.5,1117.0,12.0,1.0,
42.0,D.K. Metcalf,26.0,SEA,WR,16.0,16.0,119.0,66.0,1114.0,16.9,8.0,52.0,51.3,73.0,4.1,69.6,55.5,9.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,66.0,16.9,1114.0,8.0,0.0,PB
43.0,Josh Jacobs,25.0,LVR,RB,13.0,13.0,54.0,37.0,296.0,8.0,0.0,15.0,55.6,21.0,2.8,22.8,68.5,5.5,233.0,805.0,6.0,34.0,45.9,63.0,3.5,61.9,17.9,270.0,4.1,1101.0,6.0,3.0,
44.0,Brian Robinson Jr.,24.0,WAS,RB,15.0,15.0,43.0,36.0,368.0,10.2,4.0,15.0,53.5,51.0,2.4,24.5,83.7,8.6,178.0,733.0,5.0,47.0,47.8,29.0,4.1,48.9,11.9,214.0,5.1,1101.0,9.0,4.0,
45.0,Devin Singletary,26.0,HOU,RB,17.0,10.0,38.0,30.0,193.0,6.4,0.0,7.0,36.8,41.0,1.8,11.4,78.9,5.1,216.0,898.0,4.0,41.0,47.7,24.0,4.2,52.8,12.7,246.0,4.4,1091.0,4.0,1.0,
46.0,DeAndre Hopkins,31.0,TEN,WR,17.0,16.0,137.0,75.0,1057.0,14.1,7.0,48.0,43.8,61.0,4.4,62.2,54.7,7.7,2.0,9.0,0.0,0.0,100.0,5.0,4.5,0.5,0.1,77.0,13.8,1066.0,7.0,0.0,
47.0,DeVonta Smith,25.0,PHI,WR,16.0,16.0,112.0,81.0,1066.0,13.2,7.0,47.0,55.4,63.0,5.1,66.6,72.3,9.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,81.0,13.2,1066.0,7.0,1.0,
48.0,Austin Ekeler,28.0,LAC,RB,14.0,14.0,74.0,51.0,436.0,8.5,1.0,20.0,43.2,39.0,3.6,31.1,68.9,5.9,179.0,628.0,5.0,34.0,47.5,55.0,3.5,44.9,12.8,230.0,4.6,1064.0,6.0,5.0,
49.0,Chris Godwin,27.0,TAM,WR,17.0,17.0,130.0,83.0,1024.0,12.3,2.0,53.0,50.0,47.0,4.9,60.2,63.8,7.9,4.0,38.0,1.0,3.0,75.0,19.0,9.5,2.2,0.2,87.0,12.2,1062.0,3.0,0.0,
50.0,Justin Jefferson,24.0,MIN,WR,10.0,9.0,100.0,68.0,1074.0,15.8,5.0,51.0,61.0,52.0,6.8,107.4,68.0,10.7,1.0,-12.0,0.0,0.0,0.0,-12.0,-12.0,-1.2,0.1,69.0,15.4,1062.0,5.0,1.0,
51.0,Garrett Wilson,23.0,NYJ,WR,17.0,17.0,168.0,95.0,1042.0,11.0,3.0,47.0,44.0,68.0,5.6,61.3,56.5,6.2,4.0,0.0,0.0,1.0,50.0,,0.0,0.0,0.2,99.0,10.5,1042.0,3.0,2.0,
52.0,Calvin Ridley,29.0,JAX,WR,17.0,17.0,136.0,76.0,1016.0,13.4,8.0,49.0,48.5,59.0,4.5,59.8,55.9,7.5,9.0,23.0,0.0,3.0,33.3,18.0,2.6,1.4,0.5,85.0,12.2,1039.0,8.0,1.0,AP CPoY-7
53.0,Jaylen Waddle,25.0,MIA,WR,14.0,14.0,104.0,72.0,1014.0,14.1,4.0,47.0,58.7,60.0,5.1,72.4,69.2,9.8,3.0,12.0,0.0,1.0,33.3,12.0,4.0,0.9,0.2,75.0,13.7,1026.0,4.0,0.0,
54.0,George Kittle,30.0,SFO,TE,16.0,16.0,90.0,65.0,1020.0,15.7,6.0,42.0,60.0,66.0,4.1,63.8,72.2,11.3,1.0,2.0,0.0,1.0,100.0,2.0,2.0,0.1,0.1,66.0,15.5,1022.0,6.0,0.0,PBAP-1
55.0,Adam Thielen,33.0,CAR,WR,17.0,17.0,137.0,103.0,1014.0,9.8,4.0,56.0,58.4,32.0,6.1,59.6,75.2,7.4,1.0,6.0,0.0,0.0,100.0,6.0,6.0,0.4,0.1,104.0,9.8,1020.0,4.0,2.0,
56.0,Terry McLaurin,28.0,WAS,WR,17.0,17.0,132.0,79.0,1002.0,12.7,4.0,47.0,49.2,48.0,4.6,58.9,59.8,7.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,79.0,12.7,1002.0,4.0,0.0,
57.0,Javonte Williams,23.0,DEN,RB,16.0,13.0,58.0,47.0,228.0,4.9,2.0,10.0,48.3,18.0,2.9,14.3,81.0,3.9,217.0,774.0,3.0,41.0,40.6,21.0,3.6,48.4,13.6,264.0,3.8,1002.0,5.0,1.0,
58.0,De'Von Achane,22.0,MIA,RB,11.0,4.0,37.0,27.0,197.0,7.3,3.0,10.0,48.6,23.0,2.5,17.9,73.0,5.3,103.0,800.0,8.0,30.0,54.4,76.0,7.8,72.7,9.4,130.0,7.7,997.0,11.0,1.0,
59.0,Gus Edwards,28.0,BAL,RB,17.0,9.0,13.0,12.0,180.0,15.0,0.0,5.0,69.2,80.0,0.7,10.6,92.3,13.8,198.0,810.0,13.0,49.0,54.0,42.0,4.1,47.6,11.6,210.0,4.7,990.0,13.0,3.0,
60.0,Zack Moss,26.0,IND,RB,14.0,8.0,37.0,27.0,192.0,7.1,2.0,10.0,35.1,26.0,1.9,13.7,73.0,5.2,183.0,794.0,5.0,43.0,49.2,56.0,4.3,56.7,13.1,210.0,4.7,986.0,7.0,0.0,
61.0,Travis Kelce,34.0,KAN,TE,15.0,15.0,121.0,93.0,984.0,10.6,5.0,50.0,62.0,53.0,6.2,65.6,76.9,8.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,93.0,10.6,984.0,5.0,1.0,PB
62.0,Evan Engram,29.0,JAX,TE,17.0,15.0,143.0,114.0,963.0,8.4,4.0,47.0,53.1,34.0,6.7,56.6,79.7,6.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,114.0,8.4,963.0,4.0,3.0,PB
63.0,T.J. Hockenson,26.0,MIN,TE,15.0,11.0,127.0,95.0,960.0,10.1,5.0,48.0,53.5,29.0,6.3,64.0,74.8,7.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,95.0,10.1,960.0,5.0,1.0,
64.0,Ezekiel Elliott,28.0,NWE,RB,17.0,5.0,65.0,51.0,313.0,6.1,2.0,12.0,40.0,23.0,3.0,18.4,78.5,4.8,184.0,642.0,3.0,33.0,45.1,17.0,3.5,37.8,10.8,235.0,4.1,955.0,5.0,2.0,
65.0,Rashee Rice,23.0,KAN,WR,16.0,8.0,102.0,79.0,938.0,11.9,7.0,44.0,61.8,67.0,4.9,58.6,77.5,9.2,1.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,-0.2,0.1,80.0,11.7,935.0,7.0,2.0,AP ORoY-6
66.0,Zay Flowers,23.0,BAL,WR,16.0,16.0,108.0,77.0,858.0,11.1,5.0,41.0,55.6,75.0,4.8,53.6,71.3,7.9,8.0,56.0,1.0,1.0,50.0,37.0,7.0,3.5,0.5,85.0,10.8,914.0,6.0,0.0,AP ORoY-6
67.0,Jordan Addison,21.0,MIN,WR,17.0,14.0,108.0,70.0,911.0,13.0,10.0,38.0,50.0,62.0,4.1,53.6,64.8,8.4,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.1,0.1,71.0,12.9,913.0,10.0,0.0,
68.0,Jayden Reed,23.0,GNB,WR,16.0,13.0,94.0,64.0,793.0,12.4,8.0,32.0,51.1,59.0,4.0,49.6,68.1,8.4,11.0,119.0,2.0,6.0,54.5,32.0,10.8,7.4,0.7,75.0,12.2,912.0,10.0,2.0,AP ORoY-6
69.0,Drake London,22.0,ATL,WR,16.0,16.0,110.0,69.0,905.0,13.1,2.0,45.0,52.7,45.0,4.3,56.6,62.7,8.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,69.0,13.1,905.0,2.0,0.0,
70.0,Tyler Lockett,31.0,SEA,WR,17.0,17.0,122.0,79.0,894.0,11.3,5.0,47.0,58.2,37.0,4.6,52.6,64.8,7.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,79.0,11.3,894.0,5.0,0.0,
71.0,Jonathan Taylor,24.0,IND,RB,10.0,7.0,23.0,19.0,153.0,8.1,1.0,5.0,43.5,40.0,1.9,15.3,82.6,6.7,169.0,741.0,7.0,42.0,49.1,49.0,4.4,74.1,16.9,188.0,4.8,894.0,8.0,1.0,
72.0,Sam LaPorta,22.0,DET,TE,17.0,14.0,120.0,86.0,889.0,10.3,10.0,48.0,55.8,48.0,5.1,52.3,71.7,7.4,1.0,4.0,0.0,0.0,100.0,4.0,4.0,0.2,0.1,87.0,10.3,893.0,10.0,0.0,PBAP-2AP ORoY-3
73.0,Alexander Mattison,25.0,MIN,RB,16.0,13.0,44.0,30.0,192.0,6.4,3.0,5.0,34.1,47.0,1.9,12.0,68.2,4.4,180.0,700.0,0.0,28.0,45.0,21.0,3.9,43.8,11.3,210.0,4.2,892.0,3.0,3.0,
74.0,Aaron Jones,29.0,GNB,RB,11.0,11.0,43.0,30.0,233.0,7.8,1.0,13.0,39.5,51.0,2.7,21.2,69.8,5.4,142.0,656.0,2.0,34.0,62.0,39.0,4.6,59.6,12.9,172.0,5.2,889.0,3.0,2.0,
75.0,David Njoku,27.0,CLE,TE,16.0,16.0,123.0,81.0,882.0,10.9,6.0,35.0,43.9,43.0,5.1,55.1,65.9,7.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,81.0,10.9,882.0,6.0,2.0,PB
76.0,Tyler Allgeier,23.0,ATL,RB,17.0,3.0,23.0,18.0,193.0,10.7,1.0,6.0,39.1,75.0,1.1,11.4,78.3,8.4,186.0,683.0,4.0,39.0,48.4,31.0,3.7,40.2,10.9,204.0,4.3,876.0,5.0,0.0,
77.0,Rhamondre Stevenson,25.0,NWE,RB,12.0,12.0,51.0,38.0,238.0,6.3,0.0,8.0,35.3,34.0,3.2,19.8,74.5,4.7,156.0,619.0,4.0,36.0,49.4,64.0,4.0,51.6,13.0,194.0,4.4,857.0,4.0,1.0,
78.0,Tyjae Spears,22.0,TEN,RB,17.0,1.0,70.0,52.0,385.0,7.4,1.0,17.0,34.3,48.0,3.1,22.6,74.3,5.5,100.0,453.0,2.0,24.0,44.0,23.0,4.5,26.6,5.9,152.0,5.5,838.0,3.0,1.0,
79.0,AJ Dillon,25.0,GNB,RB,15.0,6.0,28.0,22.0,223.0,10.1,0.0,10.0,57.1,35.0,1.5,14.9,78.6,8.0,178.0,613.0,2.0,32.0,50.0,40.0,3.4,40.9,11.9,200.0,4.2,836.0,2.0,0.0,
80.0,Jakobi Meyers,27.0,LVR,WR,16.0,16.0,106.0,71.0,807.0,11.4,8.0,46.0,54.7,33.0,4.4,50.4,67.0,7.6,4.0,24.0,2.0,3.0,75.0,17.0,6.0,1.5,0.3,75.0,11.1,831.0,10.0,0.0,
81.0,Trey McBride,24.0,ARI,TE,17.0,12.0,106.0,81.0,825.0,10.2,3.0,42.0,57.5,38.0,4.8,48.5,76.4,7.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,81.0,10.2,825.0,3.0,1.0,
82.0,Lamar Jackson,26.0,BAL,QB,16.0,16.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,148.0,821.0,5.0,48.0,54.1,30.0,5.5,51.3,9.3,148.0,5.5,821.0,5.0,11.0,PBAP-1AP MVP-1AP OPoY-4AP CPoY-9
83.0,Christian Kirk,27.0,JAX,WR,12.0,12.0,85.0,57.0,787.0,13.8,3.0,34.0,57.6,57.0,4.8,65.6,67.1,9.3,1.0,6.0,0.0,0.0,100.0,6.0,6.0,0.5,0.1,58.0,13.7,793.0,3.0,2.0,
84.0,Courtland Sutton,28.0,DEN,WR,16.0,14.0,90.0,59.0,772.0,13.1,10.0,37.0,54.4,46.0,3.7,48.3,65.6,8.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,59.0,13.1,772.0,10.0,3.0,
85.0,Josh Downs,22.0,IND,WR,17.0,9.0,98.0,68.0,771.0,11.3,2.0,30.0,50.0,59.0,4.0,45.4,69.4,7.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,68.0,11.3,771.0,2.0,0.0,
86.0,Darius Slayton,26.0,NYG,WR,17.0,13.0,79.0,50.0,770.0,15.4,4.0,29.0,49.4,80.0,2.9,45.3,63.3,9.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,50.0,15.4,770.0,4.0,0.0,
87.0,Jake Ferguson,24.0,DAL,TE,17.0,16.0,102.0,71.0,761.0,10.7,5.0,40.0,55.9,40.0,4.2,44.8,69.6,7.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,71.0,10.7,761.0,5.0,0.0,PB
88.0,Tank Dell,24.0,HOU,WR,11.0,8.0,75.0,47.0,709.0,15.1,7.0,34.0,54.7,68.0,4.3,64.5,62.7,9.5,11.0,51.0,0.0,3.0,54.5,13.0,4.6,4.6,1.0,58.0,13.1,760.0,7.0,1.0,
89.0,Jerry Jeudy,24.0,DEN,WR,16.0,11.0,87.0,54.0,758.0,14.0,2.0,28.0,46.0,47.0,3.4,47.4,62.1,8.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,54.0,14.0,758.0,2.0,1.0,
90.0,Rashid Shaheed,25.0,NOR,WR,15.0,8.0,75.0,46.0,719.0,15.6,5.0,27.0,46.7,58.0,3.1,47.9,61.3,9.6,7.0,37.0,0.0,1.0,85.7,12.0,5.3,2.5,0.5,53.0,14.3,756.0,5.0,1.0,PBAP-1
91.0,Khalil Herbert,25.0,CHI,RB,12.0,9.0,31.0,20.0,134.0,6.7,1.0,9.0,41.9,23.0,1.7,11.2,64.5,4.3,132.0,611.0,2.0,25.0,49.2,38.0,4.6,50.9,11.0,152.0,4.9,745.0,3.0,1.0,
92.0,Gabriel Davis,24.0,BUF,WR,17.0,17.0,81.0,45.0,746.0,16.6,7.0,34.0,53.1,57.0,2.6,43.9,55.6,9.2,1.0,-2.0,0.0,0.0,0.0,-2.0,-2.0,-0.1,0.1,46.0,16.2,744.0,7.0,1.0,
93.0,Cooper Kupp,30.0,LAR,WR,12.0,12.0,95.0,59.0,737.0,12.5,5.0,33.0,49.5,62.0,4.9,61.4,62.1,7.8,1.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,-0.3,0.1,60.0,12.2,734.0,5.0,0.0,
94.0,Cole Kmet,24.0,CHI,TE,17.0,17.0,90.0,73.0,719.0,9.8,6.0,36.0,62.2,53.0,4.3,42.3,81.1,8.0,3.0,2.0,0.0,2.0,66.7,1.0,0.7,0.1,0.2,76.0,9.5,721.0,6.0,1.0,
95.0,Diontae Johnson,27.0,PIT,WR,13.0,11.0,87.0,51.0,717.0,14.1,5.0,37.0,52.9,71.0,3.9,55.2,58.6,8.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,51.0,14.1,717.0,5.0,1.0,
96.0,Samaje Perine,28.0,DEN,RB,17.0,1.0,56.0,50.0,455.0,9.1,0.0,23.0,67.9,29.0,2.9,26.8,89.3,8.1,53.0,238.0,1.0,14.0,50.9,24.0,4.5,14.0,3.1,103.0,6.7,693.0,1.0,3.0,
97.0,Brandin Cooks,30.0,DAL,WR,16.0,15.0,81.0,54.0,657.0,12.2,8.0,38.0,59.3,37.0,3.4,41.1,66.7,8.1,5.0,35.0,0.0,1.0,60.0,14.0,7.0,2.2,0.3,59.0,11.7,692.0,8.0,1.0,
98.0,Taysom Hill,33.0,NOR,QB,16.0,7.0,40.0,33.0,291.0,8.8,2.0,11.0,57.5,36.0,2.1,18.2,82.5,7.3,81.0,401.0,4.0,26.0,64.2,27.0,5.0,25.1,5.1,114.0,6.1,692.0,6.0,1.0,
99.0,Tyler Boyd,29.0,CIN,WR,17.0,13.0,98.0,67.0,667.0,10.0,2.0,28.0,46.9,64.0,3.9,39.2,68.4,6.8,2.0,11.0,0.0,1.0,100.0,6.0,5.5,0.6,0.1,69.0,9.8,678.0,2.0,0.0,
100.0,Romeo Doubs,23.0,GNB,WR,17.0,16.0,96.0,59.0,674.0,11.4,8.0,41.0,51.0,36.0,3.5,39.6,61.5,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,59.0,11.4,674.0,8.0,1.0,
