Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
181.0,Cade Otton,23.0,TAM,TE,16.0,11.0,65.0,42.0,391.0,9.3,2.0,19.0,52.3,35.0,2.6,24.4,64.6,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,42.0,9.3,391.0,2.0,0.0,
182.0,Joshua Kelley,25.0,LAC,RB,13.0,1.0,25.0,14.0,101.0,7.2,0.0,4.0,44.0,22.0,1.1,7.8,56.0,4.0,69.0,287.0,2.0,16.0,56.5,22.0,4.2,22.1,5.3,83.0,4.7,388.0,2.0,0.0,
183.0,Darren Waller,30.0,LVR,TE,9.0,6.0,43.0,28.0,388.0,13.9,3.0,18.0,46.5,34.0,3.1,43.1,65.1,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,28.0,13.9,388.0,3.0,0.0,
184.0,Darrell Henderson,25.0,LAR,RB,10.0,7.0,22.0,17.0,102.0,6.0,0.0,5.0,50.0,15.0,1.7,10.2,77.3,4.6,70.0,283.0,3.0,14.0,42.9,23.0,4.0,28.3,7.0,87.0,4.4,385.0,3.0,0.0,
185.0,Equanimeous St. Brown,26.0,CHI,WR,16.0,16.0,38.0,21.0,323.0,15.4,1.0,14.0,44.7,56.0,1.3,20.2,55.3,8.5,6.0,54.0,0.0,2.0,33.3,41.0,9.0,3.4,0.4,27.0,14.0,377.0,1.0,1.0,
186.0,Alexander Mattison,24.0,MIN,RB,17.0,0.0,18.0,15.0,91.0,6.1,1.0,4.0,33.3,16.0,0.9,5.4,83.3,5.1,74.0,283.0,5.0,21.0,47.3,15.0,3.8,16.6,4.4,89.0,4.2,374.0,6.0,0.0,
187.0,Isaiah Likely,22.0,BAL,TE,16.0,2.0,60.0,36.0,373.0,10.4,3.0,18.0,35.0,34.0,2.3,23.3,60.0,6.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,36.0,10.4,373.0,3.0,0.0,
188.0,Caleb Huntley,24.0,ATL,RB,12.0,0.0,2.0,2.0,3.0,1.5,0.0,0.0,0.0,2.0,0.2,0.3,100.0,1.5,76.0,366.0,1.0,18.0,61.8,30.0,4.8,30.5,6.3,78.0,4.7,369.0,1.0,1.0,
189.0,Van Jefferson,26.0,LAR,WR,11.0,9.0,44.0,24.0,369.0,15.4,3.0,20.0,50.0,39.0,2.2,33.5,54.5,8.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,24.0,15.4,369.0,3.0,0.0,
190.0,Geno Smith,32.0,SEA,QB,17.0,17.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,68.0,366.0,1.0,24.0,55.9,25.0,5.4,21.5,4.0,68.0,5.4,366.0,1.0,8.0,PBAP MVP-9AP CPoY-1
191.0,Patrick Mahomes,27.0,KAN,QB,17.0,17.0,1.0,1.0,6.0,6.0,0.0,0.0,100.0,6.0,0.1,0.4,100.0,6.0,61.0,358.0,4.0,25.0,59.0,20.0,5.9,21.1,3.6,62.0,5.9,364.0,4.0,5.0,PBAP-1AP MVP-1AP OPoY-2
192.0,Nelson Agholor,29.0,NWE,WR,16.0,7.0,53.0,31.0,362.0,11.7,2.0,12.0,37.7,44.0,1.9,22.6,58.5,6.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,31.0,11.7,362.0,2.0,2.0,
193.0,Mike Gesicki,27.0,MIA,TE,17.0,1.0,52.0,32.0,362.0,11.3,5.0,19.0,48.1,32.0,1.9,21.3,61.5,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,32.0,11.3,362.0,5.0,0.0,
194.0,Rashaad Penny,26.0,SEA,RB,5.0,5.0,5.0,4.0,16.0,4.0,0.0,2.0,60.0,6.0,0.8,3.2,80.0,3.2,57.0,346.0,2.0,15.0,47.4,41.0,6.1,69.2,11.4,61.0,5.9,362.0,2.0,1.0,
195.0,Kyle Pitts,22.0,ATL,TE,10.0,10.0,59.0,28.0,356.0,12.7,2.0,20.0,42.4,33.0,2.8,35.6,47.5,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,28.0,12.7,356.0,2.0,0.0,
196.0,Quez Watkins,24.0,PHI,WR,17.0,8.0,51.0,33.0,354.0,10.7,3.0,13.0,37.3,53.0,1.9,20.8,64.7,6.9,3.0,1.0,0.0,0.0,0.0,4.0,0.3,0.1,0.2,36.0,9.9,355.0,3.0,1.0,
197.0,Will Dissly,26.0,SEA,TE,15.0,15.0,38.0,34.0,349.0,10.3,3.0,20.0,73.7,38.0,2.3,23.3,89.5,9.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,34.0,10.3,349.0,3.0,0.0,
198.0,Julio Jones,33.0,TAM,WR,10.0,5.0,43.0,24.0,299.0,12.5,2.0,13.0,41.9,48.0,2.4,29.9,55.8,7.0,5.0,45.0,0.0,4.0,80.0,15.0,9.0,4.5,0.5,29.0,11.9,344.0,2.0,0.0,
199.0,Allen Robinson,29.0,LAR,WR,10.0,10.0,52.0,33.0,339.0,10.3,3.0,23.0,53.8,29.0,3.3,33.9,63.5,6.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,33.0,10.3,339.0,3.0,0.0,
200.0,Matt Breida,27.0,NYG,RB,17.0,1.0,25.0,20.0,118.0,5.9,0.0,5.0,36.0,16.0,1.2,6.9,80.0,4.7,54.0,220.0,1.0,13.0,50.0,18.0,4.1,12.9,3.2,74.0,4.6,338.0,1.0,0.0,
201.0,Laviska Shenault Jr.,24.0,CAR,WR,13.0,4.0,32.0,27.0,272.0,10.1,1.0,10.0,50.0,67.0,2.1,20.9,84.4,8.5,9.0,65.0,1.0,1.0,33.3,41.0,7.2,5.0,0.7,36.0,9.4,337.0,2.0,0.0,
202.0,Tutu Atwell,23.0,LAR,WR,13.0,4.0,35.0,18.0,298.0,16.6,1.0,11.0,40.0,62.0,1.4,22.9,51.4,8.5,9.0,34.0,1.0,2.0,66.7,11.0,3.8,2.6,0.7,27.0,12.3,332.0,2.0,0.0,
203.0,Hunter Renfrow,27.0,LVR,WR,10.0,1.0,50.0,36.0,330.0,9.2,2.0,18.0,52.0,27.0,3.6,33.0,72.0,6.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,36.0,9.2,330.0,2.0,3.0,
204.0,Mecole Hardman,24.0,KAN,WR,8.0,5.0,34.0,25.0,297.0,11.9,4.0,14.0,61.8,36.0,3.1,37.1,73.5,8.7,4.0,31.0,2.0,3.0,75.0,25.0,7.8,3.9,0.5,29.0,11.3,328.0,6.0,1.0,
205.0,Sammy Watkins,29.0,2TM,WR,12.0,5.0,27.0,16.0,325.0,20.3,0.0,11.0,59.3,55.0,1.3,27.1,59.3,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,16.0,20.3,325.0,0.0,1.0,
205.0,Sammy Watkins,29.0,GNB,WR,9.0,3.0,22.0,13.0,206.0,15.8,0.0,9.0,59.1,55.0,1.4,22.9,59.1,9.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,13.0,15.8,206.0,0.0,0.0,
205.0,Sammy Watkins,29.0,BAL,WR,3.0,2.0,5.0,3.0,119.0,39.7,0.0,2.0,60.0,47.0,1.0,39.7,60.0,23.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,39.7,119.0,0.0,1.0,
206.0,Kendall Hinton,25.0,DEN,WR,12.0,5.0,33.0,24.0,311.0,13.0,0.0,14.0,54.5,35.0,2.0,25.9,72.7,9.4,2.0,13.0,0.0,1.0,50.0,13.0,6.5,1.1,0.2,26.0,12.5,324.0,0.0,0.0,
207.0,Logan Thomas,31.0,WAS,TE,14.0,13.0,61.0,39.0,323.0,8.3,1.0,15.0,45.9,27.0,2.8,23.1,63.9,5.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,39.0,8.3,323.0,1.0,0.0,
208.0,Dontrell Hilliard,27.0,TEN,RB,12.0,1.0,26.0,21.0,177.0,8.4,4.0,8.0,38.5,31.0,1.8,14.8,80.8,6.8,22.0,145.0,0.0,4.0,45.5,30.0,6.6,12.1,1.8,43.0,7.5,322.0,4.0,0.0,
209.0,Colby Parkinson,23.0,SEA,TE,17.0,2.0,34.0,25.0,322.0,12.9,2.0,14.0,61.8,39.0,1.5,18.9,73.5,9.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,25.0,12.9,322.0,2.0,0.0,
210.0,Ray-Ray McCloud,26.0,SFO,WR,17.0,2.0,25.0,14.0,243.0,17.4,1.0,11.0,52.0,42.0,0.8,14.3,56.0,9.7,4.0,78.0,1.0,1.0,25.0,71.0,19.5,4.6,0.2,18.0,17.8,321.0,2.0,2.0,
211.0,Jamycal Hasty,26.0,JAX,RB,17.0,0.0,26.0,20.0,126.0,6.3,1.0,7.0,30.8,28.0,1.2,7.4,76.9,4.8,46.0,194.0,2.0,7.0,37.0,61.0,4.2,11.4,2.7,66.0,4.8,320.0,3.0,0.0,
212.0,Justice Hill,25.0,BAL,RB,15.0,0.0,12.0,12.0,58.0,4.8,0.0,2.0,41.7,15.0,0.8,3.9,100.0,4.8,49.0,262.0,0.0,15.0,59.2,34.0,5.3,17.5,3.3,61.0,5.2,320.0,0.0,2.0,
213.0,Justin Watson,27.0,KAN,WR,17.0,5.0,34.0,15.0,315.0,21.0,2.0,12.0,44.1,67.0,0.9,18.5,44.1,9.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,15.0,21.0,315.0,2.0,0.0,
214.0,DeeJay Dallas,24.0,SEA,RB,15.0,0.0,19.0,17.0,126.0,7.4,0.0,5.0,57.9,41.0,1.1,8.4,89.5,6.6,35.0,186.0,0.0,9.0,54.3,27.0,5.3,12.4,2.3,52.0,6.0,312.0,0.0,1.0,
215.0,Jelani Woods,24.0,IND,TE,15.0,2.0,40.0,25.0,312.0,12.5,3.0,16.0,45.0,36.0,1.7,20.8,62.5,7.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,25.0,12.5,312.0,3.0,1.0,
216.0,Kylen Granson,24.0,IND,TE,13.0,4.0,40.0,31.0,302.0,9.7,0.0,17.0,52.5,32.0,2.4,23.2,77.5,7.6,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,32.0,9.4,302.0,0.0,1.0,
217.0,Mark Ingram,33.0,NOR,RB,10.0,3.0,18.0,16.0,68.0,4.3,0.0,2.0,33.3,11.0,1.6,6.8,88.9,3.8,62.0,233.0,1.0,12.0,46.8,14.0,3.8,23.3,6.2,78.0,3.9,301.0,1.0,2.0,
